Date,location,lender_type,buyer_type,buyer_subtype,measure_type,number,value
2019-06-01,ACT,all,investor,all,construction,0.0,0.0
2019-06-01,ACT,all,investor,all,ext_refi,0.0,52600000.0
2019-06-01,ACT,all,investor,all,int_refi,0.0,0.0
2019-06-01,ACT,all,investor,all,purchase_existing,0.0,0.0
2019-06-01,ACT,all,investor,all,purchase_land,0.0,0.0
2019-06-01,ACT,all,investor,all,purchase_new,0.0,0.0
2019-06-01,ACT,all,investor,all,renovations,0.0,0.0
2019-06-01,ACT,all,investor,all,total_exc_refi,0.0,94400000.0
2019-06-01,ACT,all,owner occupier,all,construction,49.0,21200000.0
2019-06-01,ACT,all,owner occupier,all,ext_refi,263.0,110400000.0
2019-06-01,ACT,all,owner occupier,all,int_refi,0.0,0.0
2019-06-01,ACT,all,owner occupier,all,purchase_existing,425.0,194300000.0
2019-06-01,ACT,all,owner occupier,all,purchase_land,0.0,0.0
2019-06-01,ACT,all,owner occupier,all,purchase_new,50.0,21800000.0
2019-06-01,ACT,all,owner occupier,all,renovations,0.0,4200000.0
2019-06-01,ACT,all,owner occupier,all,total_exc_refi,0.0,257700000.0
2019-06-01,ACT,all,owner occupier,first home buyer,total_exc_refi,127.0,48100000.0
2019-06-01,AUS,all,all,all,total_exc_refi,0.0,16412700000.0
2019-06-01,AUS,all,all,first home buyer,total_exc_refi,0.0,0.0
2019-06-01,AUS,all,investor,all,construction,0.0,0.0
2019-06-01,AUS,all,investor,all,ext_refi,0.0,3513900000.0
2019-06-01,AUS,all,investor,all,int_refi,0.0,0.0
2019-06-01,AUS,all,investor,all,purchase_existing,0.0,0.0
2019-06-01,AUS,all,investor,all,purchase_land,0.0,0.0
2019-06-01,AUS,all,investor,all,purchase_new,0.0,0.0
2019-06-01,AUS,all,investor,all,renovations,0.0,0.0
2019-06-01,AUS,all,investor,all,total_exc_refi,0.0,4843300000.0
2019-06-01,AUS,all,investor,first home buyer,total_exc_refi,0.0,0.0
2019-06-01,AUS,all,owner occupier,all,construction,3615.0,1492100000.0
2019-06-01,AUS,all,owner occupier,all,ext_refi,11665.0,4857200000.0
2019-06-01,AUS,all,owner occupier,all,int_refi,0.0,0.0
2019-06-01,AUS,all,owner occupier,all,purchase_existing,18527.0,8389200000.000001
2019-06-01,AUS,all,owner occupier,all,purchase_land,0.0,0.0
2019-06-01,AUS,all,owner occupier,all,purchase_new,1700.0,749300000.0
2019-06-01,AUS,all,owner occupier,all,renovations,0.0,200000000.0
2019-06-01,AUS,all,owner occupier,all,total_exc_refi,0.0,11569400000.0
2019-06-01,AUS,all,owner occupier,first home buyer,total_exc_refi,8100.0,3110500000.0
2019-06-01,AUS,major banks,all,all,total_exc_refi,0.0,0.0
2019-06-01,AUS,major banks,investor,all,total_exc_refi,0.0,0.0
2019-06-01,AUS,major banks,owner occupier,all,total_exc_refi,0.0,0.0
2019-06-01,AUS,non-adis,all,all,total_exc_refi,0.0,0.0
2019-06-01,AUS,non-adis,investor,all,total_exc_refi,0.0,0.0
2019-06-01,AUS,non-adis,owner occupier,all,total_exc_refi,0.0,0.0
2019-06-01,AUS,other adis,all,all,total_exc_refi,0.0,0.0
2019-06-01,AUS,other adis,investor,all,total_exc_refi,0.0,0.0
2019-06-01,AUS,other adis,owner occupier,all,total_exc_refi,0.0,0.0
2019-06-01,NSW,all,investor,all,construction,0.0,0.0
2019-06-01,NSW,all,investor,all,ext_refi,0.0,1538200000.0
2019-06-01,NSW,all,investor,all,int_refi,0.0,0.0
2019-06-01,NSW,all,investor,all,purchase_existing,0.0,0.0
2019-06-01,NSW,all,investor,all,purchase_land,0.0,0.0
2019-06-01,NSW,all,investor,all,purchase_new,0.0,0.0
2019-06-01,NSW,all,investor,all,renovations,0.0,0.0
2019-06-01,NSW,all,investor,all,total_exc_refi,0.0,2115699999.9999998
2019-06-01,NSW,all,owner occupier,all,construction,678.0,300400000.0
2019-06-01,NSW,all,owner occupier,all,ext_refi,3375.0,1685600000.0
2019-06-01,NSW,all,owner occupier,all,int_refi,0.0,0.0
2019-06-01,NSW,all,owner occupier,all,purchase_existing,5113.0,2855900000.0
2019-06-01,NSW,all,owner occupier,all,purchase_land,0.0,0.0
2019-06-01,NSW,all,owner occupier,all,purchase_new,560.0,277700000.0
2019-06-01,NSW,all,owner occupier,all,renovations,0.0,72900000.0
2019-06-01,NSW,all,owner occupier,all,total_exc_refi,0.0,3672600000.0
2019-06-01,NSW,all,owner occupier,first home buyer,total_exc_refi,1870.0,851100000.0
2019-06-01,NT,all,investor,all,construction,0.0,0.0
2019-06-01,NT,all,investor,all,ext_refi,0.0,13600000.0
2019-06-01,NT,all,investor,all,int_refi,0.0,0.0
2019-06-01,NT,all,investor,all,purchase_existing,0.0,0.0
2019-06-01,NT,all,investor,all,purchase_land,0.0,0.0
2019-06-01,NT,all,investor,all,purchase_new,0.0,0.0
2019-06-01,NT,all,investor,all,renovations,0.0,0.0
2019-06-01,NT,all,investor,all,total_exc_refi,0.0,9500000.0
2019-06-01,NT,all,owner occupier,all,construction,29.0,12500000.0
2019-06-01,NT,all,owner occupier,all,ext_refi,26.0,9300000.0
2019-06-01,NT,all,owner occupier,all,int_refi,0.0,0.0
2019-06-01,NT,all,owner occupier,all,purchase_existing,127.0,44900000.0
2019-06-01,NT,all,owner occupier,all,purchase_land,0.0,0.0
2019-06-01,NT,all,owner occupier,all,purchase_new,6.0,3000000.0
2019-06-01,NT,all,owner occupier,all,renovations,0.0,400000.0
2019-06-01,NT,all,owner occupier,all,total_exc_refi,0.0,62100000.0
2019-06-01,NT,all,owner occupier,first home buyer,total_exc_refi,71.0,22300000.0
2019-06-01,QLD,all,investor,all,construction,0.0,0.0
2019-06-01,QLD,all,investor,all,ext_refi,0.0,529900000.0
2019-06-01,QLD,all,investor,all,int_refi,0.0,0.0
2019-06-01,QLD,all,investor,all,purchase_existing,0.0,0.0
2019-06-01,QLD,all,investor,all,purchase_land,0.0,0.0
2019-06-01,QLD,all,investor,all,purchase_new,0.0,0.0
2019-06-01,QLD,all,investor,all,renovations,0.0,0.0
2019-06-01,QLD,all,investor,all,total_exc_refi,0.0,683900000.0
2019-06-01,QLD,all,owner occupier,all,construction,615.0,261300000.0
2019-06-01,QLD,all,owner occupier,all,ext_refi,1794.0,652800000.0
2019-06-01,QLD,all,owner occupier,all,int_refi,0.0,0.0
2019-06-01,QLD,all,owner occupier,all,purchase_existing,3956.0,1568300000.0
2019-06-01,QLD,all,owner occupier,all,purchase_land,0.0,0.0
2019-06-01,QLD,all,owner occupier,all,purchase_new,213.0,91300000.0
2019-06-01,QLD,all,owner occupier,all,renovations,0.0,32700000.000000004
2019-06-01,QLD,all,owner occupier,all,total_exc_refi,0.0,2066500000.0
2019-06-01,QLD,all,owner occupier,first home buyer,total_exc_refi,1503.0,525400000.0
2019-06-01,SA,all,investor,all,construction,0.0,0.0
2019-06-01,SA,all,investor,all,ext_refi,0.0,124400000.0
2019-06-01,SA,all,investor,all,int_refi,0.0,0.0
2019-06-01,SA,all,investor,all,purchase_existing,0.0,0.0
2019-06-01,SA,all,investor,all,purchase_land,0.0,0.0
2019-06-01,SA,all,investor,all,purchase_new,0.0,0.0
2019-06-01,SA,all,investor,all,renovations,0.0,0.0
2019-06-01,SA,all,investor,all,total_exc_refi,0.0,242400000.0
2019-06-01,SA,all,owner occupier,all,construction,308.0,110000000.0
2019-06-01,SA,all,owner occupier,all,ext_refi,944.0,302700000.0
2019-06-01,SA,all,owner occupier,all,int_refi,0.0,0.0
2019-06-01,SA,all,owner occupier,all,purchase_existing,1482.0,512799999.99999994
2019-06-01,SA,all,owner occupier,all,purchase_land,0.0,0.0
2019-06-01,SA,all,owner occupier,all,purchase_new,122.0,40000000.0
2019-06-01,SA,all,owner occupier,all,renovations,0.0,16100000.000000002
2019-06-01,SA,all,owner occupier,all,total_exc_refi,0.0,714400000.0
2019-06-01,SA,all,owner occupier,first home buyer,total_exc_refi,542.0,166400000.0
2019-06-01,TAS,all,investor,all,construction,0.0,0.0
2019-06-01,TAS,all,investor,all,ext_refi,0.0,24400000.0
2019-06-01,TAS,all,investor,all,int_refi,0.0,0.0
2019-06-01,TAS,all,investor,all,purchase_existing,0.0,0.0
2019-06-01,TAS,all,investor,all,purchase_land,0.0,0.0
2019-06-01,TAS,all,investor,all,purchase_new,0.0,0.0
2019-06-01,TAS,all,investor,all,renovations,0.0,0.0
2019-06-01,TAS,all,investor,all,total_exc_refi,0.0,54900000.0
2019-06-01,TAS,all,owner occupier,all,construction,69.0,23300000.0
2019-06-01,TAS,all,owner occupier,all,ext_refi,238.0,68800000.0
2019-06-01,TAS,all,owner occupier,all,int_refi,0.0,0.0
2019-06-01,TAS,all,owner occupier,all,purchase_existing,505.0,146400000.0
2019-06-01,TAS,all,owner occupier,all,purchase_land,0.0,0.0
2019-06-01,TAS,all,owner occupier,all,purchase_new,25.0,9000000.0
2019-06-01,TAS,all,owner occupier,all,renovations,0.0,4200000.0
2019-06-01,TAS,all,owner occupier,all,total_exc_refi,0.0,194400000.0
2019-06-01,TAS,all,owner occupier,first home buyer,total_exc_refi,171.0,52900000.0
2019-06-01,VIC,all,investor,all,construction,0.0,0.0
2019-06-01,VIC,all,investor,all,ext_refi,0.0,1041700000.0
2019-06-01,VIC,all,investor,all,int_refi,0.0,0.0
2019-06-01,VIC,all,investor,all,purchase_existing,0.0,0.0
2019-06-01,VIC,all,investor,all,purchase_land,0.0,0.0
2019-06-01,VIC,all,investor,all,purchase_new,0.0,0.0
2019-06-01,VIC,all,investor,all,renovations,0.0,0.0
2019-06-01,VIC,all,investor,all,total_exc_refi,0.0,1437600000.0
2019-06-01,VIC,all,owner occupier,all,construction,1335.0,561000000.0
2019-06-01,VIC,all,owner occupier,all,ext_refi,3999.0,1646500000.0
2019-06-01,VIC,all,owner occupier,all,int_refi,0.0,0.0
2019-06-01,VIC,all,owner occupier,all,purchase_existing,5190.0,2402300000.0
2019-06-01,VIC,all,owner occupier,all,purchase_land,0.0,0.0
2019-06-01,VIC,all,owner occupier,all,purchase_new,597.0,263600000.00000003
2019-06-01,VIC,all,owner occupier,all,renovations,0.0,62300000.0
2019-06-01,VIC,all,owner occupier,all,total_exc_refi,0.0,3624300000.0
2019-06-01,VIC,all,owner occupier,first home buyer,total_exc_refi,2752.0,1090600000.0
2019-06-01,WA,all,investor,all,construction,0.0,0.0
2019-06-01,WA,all,investor,all,ext_refi,0.0,189200000.0
2019-06-01,WA,all,investor,all,int_refi,0.0,0.0
2019-06-01,WA,all,investor,all,purchase_existing,0.0,0.0
2019-06-01,WA,all,investor,all,purchase_land,0.0,0.0
2019-06-01,WA,all,investor,all,purchase_new,0.0,0.0
2019-06-01,WA,all,investor,all,renovations,0.0,0.0
2019-06-01,WA,all,investor,all,total_exc_refi,0.0,204900000.0
2019-06-01,WA,all,owner occupier,all,construction,531.0,202200000.0
2019-06-01,WA,all,owner occupier,all,ext_refi,1025.0,381000000.0
2019-06-01,WA,all,owner occupier,all,int_refi,0.0,0.0
2019-06-01,WA,all,owner occupier,all,purchase_existing,1728.0,664300000.0
2019-06-01,WA,all,owner occupier,all,purchase_land,0.0,0.0
2019-06-01,WA,all,owner occupier,all,purchase_new,128.0,42800000.0
2019-06-01,WA,all,owner occupier,all,renovations,0.0,7400000.0
2019-06-01,WA,all,owner occupier,all,total_exc_refi,0.0,977300000.0
2019-06-01,WA,all,owner occupier,first home buyer,total_exc_refi,1063.0,353500000.0
2019-07-01,ACT,all,all,first home buyer,total_exc_refi,212.0,85200000.0
2019-07-01,ACT,all,investor,all,construction,0.0,0.0
2019-07-01,ACT,all,investor,all,ext_refi,132.0,60500000.0
2019-07-01,ACT,all,investor,all,int_refi,134.0,54400000.0
2019-07-01,ACT,all,investor,all,purchase_existing,158.0,68100000.0
2019-07-01,ACT,all,investor,all,purchase_land,0.0,0.0
2019-07-01,ACT,all,investor,all,purchase_new,0.0,0.0
2019-07-01,ACT,all,investor,all,renovations,0.0,0.0
2019-07-01,ACT,all,investor,all,total_exc_refi,259.0,108100000.0
2019-07-01,ACT,all,investor,first home buyer,total_exc_refi,17.0,7900000.0
2019-07-01,ACT,all,owner occupier,all,construction,75.0,34900000.0
2019-07-01,ACT,all,owner occupier,all,ext_refi,325.0,144700000.0
2019-07-01,ACT,all,owner occupier,all,int_refi,238.0,96300000.0
2019-07-01,ACT,all,owner occupier,all,purchase_existing,515.0,231000000.0
2019-07-01,ACT,all,owner occupier,all,purchase_land,0.0,0.0
2019-07-01,ACT,all,owner occupier,all,purchase_new,80.0,36500000.0
2019-07-01,ACT,all,owner occupier,all,renovations,0.0,0.0
2019-07-01,ACT,all,owner occupier,all,total_exc_refi,731.0,317400000.0
2019-07-01,ACT,all,owner occupier,first home buyer,total_exc_refi,195.0,77300000.0
2019-07-01,AUS,all,all,all,total_exc_refi,0.0,17927400000.0
2019-07-01,AUS,all,all,first home buyer,total_exc_refi,9598.0,3871800000.0
2019-07-01,AUS,all,investor,all,construction,1162.0,490600000.0
2019-07-01,AUS,all,investor,all,ext_refi,7160.0,3434000000.0
2019-07-01,AUS,all,investor,all,int_refi,5852.0,2427300000.0
2019-07-01,AUS,all,investor,all,purchase_existing,8191.0,3775800000.0
2019-07-01,AUS,all,investor,all,purchase_land,1081.0,228600000.0
2019-07-01,AUS,all,investor,all,purchase_new,1109.0,555400000.0
2019-07-01,AUS,all,investor,all,renovations,778.0,144100000.0
2019-07-01,AUS,all,investor,all,total_exc_refi,12321.0,5194500000.0
2019-07-01,AUS,all,investor,first home buyer,total_exc_refi,609.0,270000000.0
2019-07-01,AUS,all,non-resident,all,total,286.0,136300000.0
2019-07-01,AUS,all,owner occupier,all,construction,3936.0,1587100000.0
2019-07-01,AUS,all,owner occupier,all,ext_refi,13744.0,5650300000.0
2019-07-01,AUS,all,owner occupier,all,int_refi,12444.0,4695400000.0
2019-07-01,AUS,all,owner occupier,all,purchase_existing,20621.0,9397600000.0
2019-07-01,AUS,all,owner occupier,all,purchase_land,2411.0,660600000.0
2019-07-01,AUS,all,owner occupier,all,purchase_new,1883.0,855900000.0
2019-07-01,AUS,all,owner occupier,all,renovations,1607.0,231600000.0
2019-07-01,AUS,all,owner occupier,all,total_exc_refi,30458.0,12733000000.0
2019-07-01,AUS,all,owner occupier,first home buyer,total_exc_refi,8989.0,3601900000.0
2019-07-01,AUS,major banks,all,all,total_exc_refi,0.0,13083600000.0
2019-07-01,AUS,major banks,investor,all,total_exc_refi,0.0,4023300000.0
2019-07-01,AUS,major banks,owner occupier,all,total_exc_refi,0.0,9060300000.0
2019-07-01,AUS,non-adis,all,all,total_exc_refi,0.0,702100000.0
2019-07-01,AUS,non-adis,investor,all,total_exc_refi,0.0,213500000.0
2019-07-01,AUS,non-adis,owner occupier,all,total_exc_refi,0.0,488600000.0
2019-07-01,AUS,other adis,all,all,total_exc_refi,0.0,4141700000.0
2019-07-01,AUS,other adis,investor,all,total_exc_refi,0.0,957600000.0
2019-07-01,AUS,other adis,owner occupier,all,total_exc_refi,0.0,3184100000.0
2019-07-01,NSW,all,all,first home buyer,total_exc_refi,2541.0,1217800000.0
2019-07-01,NSW,all,investor,all,construction,318.0,142800000.0
2019-07-01,NSW,all,investor,all,ext_refi,2497.0,1450200000.0
2019-07-01,NSW,all,investor,all,int_refi,1936.0,949800000.0
2019-07-01,NSW,all,investor,all,purchase_existing,2961.0,1634800000.0
2019-07-01,NSW,all,investor,all,purchase_land,306.0,64700000.0
2019-07-01,NSW,all,investor,all,purchase_new,522.0,311800000.0
2019-07-01,NSW,all,investor,all,renovations,252.0,59900000.0
2019-07-01,NSW,all,investor,all,total_exc_refi,4359.0,2214000000.0
2019-07-01,NSW,all,investor,first home buyer,total_exc_refi,261.0,135200000.0
2019-07-01,NSW,all,owner occupier,all,construction,795.0,351200000.0
2019-07-01,NSW,all,owner occupier,all,ext_refi,3951.0,1948200000.0
2019-07-01,NSW,all,owner occupier,all,int_refi,3589.0,1593600000.0
2019-07-01,NSW,all,owner occupier,all,purchase_existing,5749.0,3181400000.0
2019-07-01,NSW,all,owner occupier,all,purchase_land,529.0,164600000.0
2019-07-01,NSW,all,owner occupier,all,purchase_new,702.0,371800000.0
2019-07-01,NSW,all,owner occupier,all,renovations,557.0,79700000.0
2019-07-01,NSW,all,owner occupier,all,total_exc_refi,8332.0,4148600000.0000005
2019-07-01,NSW,all,owner occupier,first home buyer,total_exc_refi,2280.0,1082600000.0
2019-07-01,NT,all,all,first home buyer,total_exc_refi,0.0,0.0
2019-07-01,NT,all,investor,all,construction,0.0,0.0
2019-07-01,NT,all,investor,all,ext_refi,31.0,13700000.0
2019-07-01,NT,all,investor,all,int_refi,37.0,14800000.0
2019-07-01,NT,all,investor,all,purchase_existing,27.0,10700000.0
2019-07-01,NT,all,investor,all,purchase_land,0.0,0.0
2019-07-01,NT,all,investor,all,purchase_new,0.0,0.0
2019-07-01,NT,all,investor,all,renovations,0.0,0.0
2019-07-01,NT,all,investor,all,total_exc_refi,39.0,11400000.0
2019-07-01,NT,all,investor,first home buyer,total_exc_refi,0.0,0.0
2019-07-01,NT,all,owner occupier,all,construction,27.0,15000000.0
2019-07-01,NT,all,owner occupier,all,ext_refi,42.0,12500000.0
2019-07-01,NT,all,owner occupier,all,int_refi,59.0,17800000.0
2019-07-01,NT,all,owner occupier,all,purchase_existing,137.0,46700000.0
2019-07-01,NT,all,owner occupier,all,purchase_land,0.0,0.0
2019-07-01,NT,all,owner occupier,all,purchase_new,7.0,2100000.0
2019-07-01,NT,all,owner occupier,all,renovations,0.0,0.0
2019-07-01,NT,all,owner occupier,all,total_exc_refi,188.0,66800000.0
2019-07-01,NT,all,owner occupier,first home buyer,total_exc_refi,72.0,25600000.0
2019-07-01,QLD,all,all,first home buyer,total_exc_refi,1773.0,622200000.0
2019-07-01,QLD,all,investor,all,construction,222.0,90400000.0
2019-07-01,QLD,all,investor,all,ext_refi,1206.0,460400000.0
2019-07-01,QLD,all,investor,all,int_refi,1144.0,403900000.0
2019-07-01,QLD,all,investor,all,purchase_existing,1420.0,535900000.0
2019-07-01,QLD,all,investor,all,purchase_land,146.0,22600000.0
2019-07-01,QLD,all,investor,all,purchase_new,164.0,60900000.0
2019-07-01,QLD,all,investor,all,renovations,146.0,23600000.0
2019-07-01,QLD,all,investor,all,total_exc_refi,2098.0,733300000.0
2019-07-01,QLD,all,investor,first home buyer,total_exc_refi,92.0,31100000.0
2019-07-01,QLD,all,owner occupier,all,construction,658.0,269100000.0
2019-07-01,QLD,all,owner occupier,all,ext_refi,2202.0,800700000.0
2019-07-01,QLD,all,owner occupier,all,int_refi,2404.0,811400000.0
2019-07-01,QLD,all,owner occupier,all,purchase_existing,4477.0,1748700000.0
2019-07-01,QLD,all,owner occupier,all,purchase_land,317.0,88800000.0
2019-07-01,QLD,all,owner occupier,all,purchase_new,230.0,89700000.0
2019-07-01,QLD,all,owner occupier,all,renovations,319.0,36300000.0
2019-07-01,QLD,all,owner occupier,all,total_exc_refi,6001.0,2232600000.0
2019-07-01,QLD,all,owner occupier,first home buyer,total_exc_refi,1681.0,591100000.0
2019-07-01,SA,all,all,first home buyer,total_exc_refi,518.0,170900000.0
2019-07-01,SA,all,investor,all,construction,73.0,27500000.0
2019-07-01,SA,all,investor,all,ext_refi,376.0,121700000.0
2019-07-01,SA,all,investor,all,int_refi,318.0,93600000.0
2019-07-01,SA,all,investor,all,purchase_existing,542.0,182700000.0
2019-07-01,SA,all,investor,all,purchase_land,36.0,6900000.0
2019-07-01,SA,all,investor,all,purchase_new,39.0,15600000.0
2019-07-01,SA,all,investor,all,renovations,42.0,7200000.0
2019-07-01,SA,all,investor,all,total_exc_refi,732.0,240000000.0
2019-07-01,SA,all,investor,first home buyer,total_exc_refi,26.0,8600000.0
2019-07-01,SA,all,owner occupier,all,construction,302.0,108100000.0
2019-07-01,SA,all,owner occupier,all,ext_refi,1052.0,339400000.0
2019-07-01,SA,all,owner occupier,all,int_refi,885.0,261200000.0
2019-07-01,SA,all,owner occupier,all,purchase_existing,1494.0,510400000.0
2019-07-01,SA,all,owner occupier,all,purchase_land,161.0,33800000.0
2019-07-01,SA,all,owner occupier,all,purchase_new,98.0,32400000.0
2019-07-01,SA,all,owner occupier,all,renovations,126.0,20800000.0
2019-07-01,SA,all,owner occupier,all,total_exc_refi,2181.0,705500000.0
2019-07-01,SA,all,owner occupier,first home buyer,total_exc_refi,492.0,162400000.0
2019-07-01,TAS,all,all,first home buyer,total_exc_refi,0.0,0.0
2019-07-01,TAS,all,investor,all,construction,11.0,3000000.0
2019-07-01,TAS,all,investor,all,ext_refi,108.0,30900000.0
2019-07-01,TAS,all,investor,all,int_refi,96.0,23700000.0
2019-07-01,TAS,all,investor,all,purchase_existing,200.0,61100000.0
2019-07-01,TAS,all,investor,all,purchase_land,20.0,1400000.0
2019-07-01,TAS,all,investor,all,purchase_new,14.0,4700000.0
2019-07-01,TAS,all,investor,all,renovations,23.0,2600000.0
2019-07-01,TAS,all,investor,all,total_exc_refi,268.0,72800000.0
2019-07-01,TAS,all,investor,first home buyer,total_exc_refi,0.0,0.0
2019-07-01,TAS,all,owner occupier,all,construction,100.0,32600000.0
2019-07-01,TAS,all,owner occupier,all,ext_refi,291.0,80800000.0
2019-07-01,TAS,all,owner occupier,all,int_refi,345.0,85600000.0
2019-07-01,TAS,all,owner occupier,all,purchase_existing,535.0,160000000.0
2019-07-01,TAS,all,owner occupier,all,purchase_land,81.0,14100000.0
2019-07-01,TAS,all,owner occupier,all,purchase_new,21.0,7000000.0
2019-07-01,TAS,all,owner occupier,all,renovations,40.0,3300000.0
2019-07-01,TAS,all,owner occupier,all,total_exc_refi,777.0,217100000.0
2019-07-01,TAS,all,owner occupier,first home buyer,total_exc_refi,135.0,42800000.0
2019-07-01,VIC,all,all,first home buyer,total_exc_refi,3122.0,1289700000.0
2019-07-01,VIC,all,investor,all,construction,468.0,192300000.0
2019-07-01,VIC,all,investor,all,ext_refi,2338.0,1104700000.0
2019-07-01,VIC,all,investor,all,int_refi,1674.0,692800000.0
2019-07-01,VIC,all,investor,all,purchase_existing,2439.0,1110000000.0
2019-07-01,VIC,all,investor,all,purchase_land,486.0,114100000.0
2019-07-01,VIC,all,investor,all,purchase_new,301.0,133100000.0
2019-07-01,VIC,all,investor,all,renovations,231.0,42600000.0
2019-07-01,VIC,all,investor,all,total_exc_refi,3925.0,1592200000.0
2019-07-01,VIC,all,investor,first home buyer,total_exc_refi,188.0,79000000.0
2019-07-01,VIC,all,owner occupier,all,construction,1423.0,571900000.0
2019-07-01,VIC,all,owner occupier,all,ext_refi,4648.0,1886600000.0
2019-07-01,VIC,all,owner occupier,all,int_refi,3777.0,1444900000.0
2019-07-01,VIC,all,owner occupier,all,purchase_existing,5795.0,2760600000.0
2019-07-01,VIC,all,owner occupier,all,purchase_land,1078.0,284200000.0
2019-07-01,VIC,all,owner occupier,all,purchase_new,612.0,267500000.0
2019-07-01,VIC,all,owner occupier,all,renovations,412.0,72900000.0
2019-07-01,VIC,all,owner occupier,all,total_exc_refi,9320.0,3957000000.0
2019-07-01,VIC,all,owner occupier,first home buyer,total_exc_refi,2934.0,1210700000.0
2019-07-01,WA,all,all,first home buyer,total_exc_refi,1219.0,416500000.0
2019-07-01,WA,all,investor,all,construction,48.0,20100000.0
2019-07-01,WA,all,investor,all,ext_refi,472.0,192000000.0
2019-07-01,WA,all,investor,all,int_refi,513.0,194300000.0
2019-07-01,WA,all,investor,all,purchase_existing,444.0,172400000.0
2019-07-01,WA,all,investor,all,purchase_land,53.0,11000000.0
2019-07-01,WA,all,investor,all,purchase_new,29.0,12100000.0
2019-07-01,WA,all,investor,all,renovations,67.0,7200000.0
2019-07-01,WA,all,investor,all,total_exc_refi,641.0,222800000.0
2019-07-01,WA,all,investor,first home buyer,total_exc_refi,19.0,7100000.0
2019-07-01,WA,all,owner occupier,all,construction,556.0,204300000.0
2019-07-01,WA,all,owner occupier,all,ext_refi,1233.0,437500000.0
2019-07-01,WA,all,owner occupier,all,int_refi,1147.0,384600000.0
2019-07-01,WA,all,owner occupier,all,purchase_existing,1919.0,758800000.0
2019-07-01,WA,all,owner occupier,all,purchase_land,210.0,65400000.00000001
2019-07-01,WA,all,owner occupier,all,purchase_new,133.0,49000000.0
2019-07-01,WA,all,owner occupier,all,renovations,110.0,10400000.0
2019-07-01,WA,all,owner occupier,all,total_exc_refi,2928.0,1087900000.0
2019-07-01,WA,all,owner occupier,first home buyer,total_exc_refi,1200.0,409400000.0
2019-08-01,ACT,all,all,first home buyer,total_exc_refi,206.0,89900000.0
2019-08-01,ACT,all,investor,all,construction,0.0,0.0
2019-08-01,ACT,all,investor,all,ext_refi,153.0,67200000.0
2019-08-01,ACT,all,investor,all,int_refi,126.0,50300000.0
2019-08-01,ACT,all,investor,all,purchase_existing,147.0,71300000.0
2019-08-01,ACT,all,investor,all,purchase_land,0.0,0.0
2019-08-01,ACT,all,investor,all,purchase_new,0.0,0.0
2019-08-01,ACT,all,investor,all,renovations,18.0,1600000.0
2019-08-01,ACT,all,investor,all,total_exc_refi,233.0,107600000.0
2019-08-01,ACT,all,investor,first home buyer,total_exc_refi,12.0,7300000.0
2019-08-01,ACT,all,owner occupier,all,construction,67.0,27200000.0
2019-08-01,ACT,all,owner occupier,all,ext_refi,299.0,128300000.00000001
2019-08-01,ACT,all,owner occupier,all,int_refi,227.0,79100000.0
2019-08-01,ACT,all,owner occupier,all,purchase_existing,495.0,232000000.0
2019-08-01,ACT,all,owner occupier,all,purchase_land,0.0,0.0
2019-08-01,ACT,all,owner occupier,all,purchase_new,80.0,35800000.0
2019-08-01,ACT,all,owner occupier,all,renovations,0.0,0.0
2019-08-01,ACT,all,owner occupier,all,total_exc_refi,701.0,307200000.0
2019-08-01,ACT,all,owner occupier,first home buyer,total_exc_refi,194.0,82600000.0
2019-08-01,AUS,all,all,all,total_exc_refi,0.0,18078600000.0
2019-08-01,AUS,all,all,first home buyer,total_exc_refi,9663.0,3938900000.0
2019-08-01,AUS,all,investor,all,construction,1207.0,560200000.0
2019-08-01,AUS,all,investor,all,ext_refi,7626.0,3546700000.0
2019-08-01,AUS,all,investor,all,int_refi,6036.0,2621400000.0
2019-08-01,AUS,all,investor,all,purchase_existing,8250.0,3897100000.0
2019-08-01,AUS,all,investor,all,purchase_land,709.0,203500000.0
2019-08-01,AUS,all,investor,all,purchase_new,1101.0,565500000.0
2019-08-01,AUS,all,investor,all,renovations,794.0,131699999.99999999
2019-08-01,AUS,all,investor,all,total_exc_refi,12061.0,5358000000.0
2019-08-01,AUS,all,investor,first home buyer,total_exc_refi,585.0,269200000.0
2019-08-01,AUS,all,non-resident,all,total,300.0,178500000.0
2019-08-01,AUS,all,owner occupier,all,construction,3658.0,1476900000.0
2019-08-01,AUS,all,owner occupier,all,ext_refi,13820.0,5908300000.0
2019-08-01,AUS,all,owner occupier,all,int_refi,12877.0,4762400000.0
2019-08-01,AUS,all,owner occupier,all,purchase_existing,20032.0,9336400000.0
2019-08-01,AUS,all,owner occupier,all,purchase_land,2411.0,691900000.0
2019-08-01,AUS,all,owner occupier,all,purchase_new,2076.0,1006500000.0
2019-08-01,AUS,all,owner occupier,all,renovations,1730.0,208700000.0
2019-08-01,AUS,all,owner occupier,all,total_exc_refi,29907.0,12720600000.0
2019-08-01,AUS,all,owner occupier,first home buyer,total_exc_refi,9078.0,3669700000.0
2019-08-01,AUS,major banks,all,all,total_exc_refi,0.0,12725700000.0
2019-08-01,AUS,major banks,investor,all,total_exc_refi,0.0,3883200000.0
2019-08-01,AUS,major banks,owner occupier,all,total_exc_refi,0.0,8842500000.0
2019-08-01,AUS,non-adis,all,all,total_exc_refi,0.0,952900000.0
